event_index,id,name,overload_name,trace_name,start_us,end_us,duration_us,self_cpu_time_total_us,cpu_time_total_us,self_device_time_total_us,device_time_total_us,thread,fwd_thread,device_type,device_index,device_resource_id,node_id,sequence_nr,scope,depth,cpu_parent_id,cpu_children,kernel_count,kernel_names,kernel_durations_us,is_async,is_remote,is_legacy,is_user_annotation,flops,cpu_memory_usage,self_cpu_memory_usage,device_memory_usage,self_device_memory_usage,input_shapes,concrete_inputs,kwinputs,stack,metadata_json
838,2217,cudaLaunchKernel,,cudaLaunchKernel,17330.597,17335.587,4.989999999997963,4.989999999997963,4.989999999997963,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,582,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
840,586,aten::view,,aten::view,17338.913,17344.453,5.540000000000873,5.540000000000873,5.540000000000873,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,582,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77],[]]","[null,[1,77,1]]",{},[],
841,587,aten::view,,aten::view,17346.767,17350.695,3.9279999999998836,3.9279999999998836,3.9279999999998836,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,582,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77],[]]","[null,[1,77,1]]",{},[],
843,589,aten::view,,aten::view,17406.439,17413.843,7.40400000000227,7.40400000000227,7.40400000000227,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,588,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,768],[]]","[null,[77,768]]",{},[],
846,592,aten::as_strided,,aten::as_strided,17421.647,17427.358,5.710999999999331,5.710999999999331,5.710999999999331,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,591,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[768,768],[],[],[]]","[null,[768,768],[1,768],null]",{},[],
848,2256,cudaDeviceGetAttribute,,cudaDeviceGetAttribute,17457.855,17458.196,0.34100000000034925,0.34100000000034925,0.34100000000034925,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,593,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
849,2258,cudaMemsetAsync,,cudaMemsetAsync,17459.057,17459.298,0.24099999999816646,0.24099999999816646,0.24099999999816646,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,593,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
850,2259,cuLaunchKernel,,cuLaunchKernel,17459.478,17465.74,6.262000000002445,6.262000000002445,6.262000000002445,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,593,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
852,594,aten::view,,aten::view,17475.979,17480.477,4.4979999999995925,4.4979999999995925,4.4979999999995925,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,588,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[]]","[null,[1,77,768]]",{},[],
854,596,aten::view,,aten::view,17501.126,17520.021,18.895000000000437,18.895000000000437,18.895000000000437,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,595,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,768],[]]","[null,[77,768]]",{},[],
857,599,aten::as_strided,,aten::as_strided,17527.134,17531.793,4.659000000003289,4.659000000003289,4.659000000003289,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,598,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[768,768],[],[],[]]","[null,[768,768],[1,768],null]",{},[],
859,2297,cudaDeviceGetAttribute,,cudaDeviceGetAttribute,17557.231,17557.551,0.31999999999970896,0.31999999999970896,0.31999999999970896,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,600,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
860,2299,cudaMemsetAsync,,cudaMemsetAsync,17558.323,17558.493,0.16999999999825377,0.16999999999825377,0.16999999999825377,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,600,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
861,2300,cuLaunchKernel,,cuLaunchKernel,17558.643,17564.414,5.77100000000064,5.77100000000064,5.77100000000064,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,600,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
863,601,aten::view,,aten::view,17575.575,17580.534,4.958999999998923,4.958999999998923,4.958999999998923,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,595,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[]]","[null,[1,77,768]]",{},[],
865,603,aten::view,,aten::view,17602.666,17608.717,6.050999999999476,6.050999999999476,6.050999999999476,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,602,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,768],[]]","[null,[77,768]]",{},[],
868,606,aten::as_strided,,aten::as_strided,17615.8,17632.091,16.291000000001077,16.291000000001077,16.291000000001077,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,605,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[768,768],[],[],[]]","[null,[768,768],[1,768],null]",{},[],
870,2338,cudaDeviceGetAttribute,,cudaDeviceGetAttribute,17657.769,17658.079,0.3100000000013097,0.3100000000013097,0.3100000000013097,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,607,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
871,2340,cudaMemsetAsync,,cudaMemsetAsync,17658.851,17659.021,0.17000000000189175,0.17000000000189175,0.17000000000189175,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,607,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
872,2341,cuLaunchKernel,,cuLaunchKernel,17659.121,17665.012,5.890999999999622,5.890999999999622,5.890999999999622,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,607,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
874,608,aten::view,,aten::view,17674.59,17679.098,4.50800000000163,4.50800000000163,4.50800000000163,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,602,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[]]","[null,[1,77,768]]",{},[],
875,609,aten::view,,aten::view,17689.318,17695.8,6.481999999999971,6.481999999999971,6.481999999999971,0,0,1,0,CPU,2155947,2155947,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,768],[]]","[null,[1,-1,12,64]]",{},[],
877,611,aten::as_strided,,aten::as_strided,17703.775,17710.557,6.781999999999243,6.781999999999243,6.781999999999243,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,610,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,12,64],[],[],[]]","[null,[1,12,77,64],[59136,64,768,1],null]",{},[],
878,612,aten::view,,aten::view,17733.921,17739.151,5.230000000003201,5.230000000003201,5.230000000003201,0,0,1,0,CPU,2155947,2155947,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,768],[]]","[null,[1,-1,12,64]]",{},[],
880,614,aten::as_strided,,aten::as_strided,17745.603,17750.522,4.919000000001688,4.919000000001688,4.919000000001688,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,613,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,12,64],[],[],[]]","[null,[1,12,77,64],[59136,64,768,1],null]",{},[],
881,615,aten::view,,aten::view,17757.806,17761.983,4.17699999999968,4.17699999999968,4.17699999999968,0,0,1,0,CPU,2155947,2155947,-1,-1,0,1,1,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,768],[]]","[null,[1,-1,12,64]]",{},[],
883,617,aten::as_strided,,aten::as_strided,17767.794,17772.743,4.948999999996886,4.948999999996886,4.948999999996886,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,616,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,12,64],[],[],[]]","[null,[1,12,77,64],[59136,64,768,1],null]",{},[],
887,621,aten::empty,,aten::empty,17804.012,17816.565,12.552999999999884,12.552999999999884,12.552999999999884,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,620,0,0,[],[],False,False,False,False,0,0,0,12800,12800,"[[],[],[],[],[],[]]","[[1,1,77,80],5,0,null,null,0]",{},[],
889,2356,cudaLaunchKernel,,cudaLaunchKernel,17822.897,17829.67,6.77299999999741,6.77299999999741,6.77299999999741,0,0,1,0,CPU,2155947,2155947,-1,-1,0,5,622,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
893,625,aten::as_strided,,aten::as_strided,17865.687,17873.442,7.754999999997381,7.754999999997381,7.754999999997381,0,0,1,0,CPU,2155947,2155947,-1,-1,0,6,624,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,1,77,80],[],[],[]]","[null,[1,1,77,77],[6160,6160,80,1],0]",{},[],
895,2362,cudaLaunchKernel,,cudaLaunchKernel,17891.876,17897.436,5.56000000000131,5.56000000000131,5.56000000000131,0,0,1,0,CPU,2155947,2155947,-1,-1,0,5,626,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
898,628,aten::as_strided,,aten::as_strided,17923.285,17931.079,7.794000000001688,7.794000000001688,7.794000000001688,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,627,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,1,77,80],[],[],[]]","[null,[1,1,77,77],[6160,6160,80,1],0]",{},[],
900,630,aten::as_strided,,aten::as_strided,17956.166,17961.256,5.0900000000001455,5.0900000000001455,5.0900000000001455,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,629,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,1,77,77],[],[],[]]","[null,[1,12,77,77],[6160,0,80,1],null]",{},[],
903,633,aten::as_strided,,aten::as_strided,17979.89,17986.473,6.583000000002357,6.583000000002357,6.583000000002357,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,632,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,12,77,64],[],[],[]]","[null,[1,77,12,64],[59136,768,64,1],null]",{},[],
905,635,aten::as_strided,,aten::as_strided,17995.72,18000.84,5.119999999998981,5.119999999998981,5.119999999998981,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,634,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,12,77,64],[],[],[]]","[null,[1,77,12,64],[59136,768,64,1],null]",{},[],
907,637,aten::as_strided,,aten::as_strided,18010.177,18014.716,4.539000000000669,4.539000000000669,4.539000000000669,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,636,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,12,77,64],[],[],[]]","[null,[1,77,12,64],[59136,768,64,1],null]",{},[],
909,2374,cudaStreamIsCapturing,,cudaStreamIsCapturing,18038.52,18039.161,0.6409999999996217,0.6409999999996217,0.6409999999996217,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,638,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
910,639,aten::empty,,aten::empty,18041.876,18048.769,6.893000000000029,6.893000000000029,6.893000000000029,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,638,0,0,[],[],False,False,False,False,0,8,8,0,0,"[[],[],[],[],[],[]]","[[],4,null,null,null,null]",{},[],
911,640,aten::empty,,aten::empty,18050.853,18057.776,6.923000000002503,6.923000000002503,6.923000000002503,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,638,0,0,[],[],False,False,False,False,0,8,8,0,0,"[[],[],[],[],[],[]]","[[],4,null,null,null,null]",{},[],
912,641,aten::empty,,aten::empty,18060.772,18071.652,10.87999999999738,10.87999999999738,10.87999999999738,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,638,0,0,[],[],False,False,False,False,0,0,0,118272,118272,"[[],[],[],[],[],[]]","[[1,77,12,64],5,0,null,null,null]",{},[],
913,642,aten::empty,,aten::empty,18075.008,18083.314,8.305999999996857,8.305999999996857,8.305999999996857,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,638,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[],[],[],[],[],[]]","[[1,12,0],6,0,null,null,null]",{},[],
914,2389,cudaLaunchKernel,,cudaLaunchKernel,18084.456,18089.846,5.390000000003056,5.390000000003056,5.390000000003056,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,638,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
916,644,aten::as_strided,,aten::as_strided,18113.961,18120.193,6.231999999999971,6.231999999999971,6.231999999999971,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,643,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,12,64],[],[],[]]","[null,[1,12,77,64],[59136,64,768,1],null]",{},[],
918,646,aten::as_strided,,aten::as_strided,18165.628,18171.929,6.300999999999476,6.300999999999476,6.300999999999476,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,645,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,12,77,64],[],[],[]]","[null,[1,77,12,64],[59136,768,64,1],null]",{},[],
920,648,aten::view,,aten::view,18183.321,18188.641,5.319999999999709,5.319999999999709,5.319999999999709,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,647,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,12,64],[]]","[null,[1,77,768]]",{},[],
922,650,aten::view,,aten::view,18215.13,18235.999,20.868999999998778,20.868999999998778,20.868999999998778,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,649,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,768],[]]","[null,[77,768]]",{},[],
925,653,aten::as_strided,,aten::as_strided,18246.399,18252.31,5.911000000000058,5.911000000000058,5.911000000000058,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,652,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[768,768],[],[],[]]","[null,[768,768],[1,768],null]",{},[],
927,2432,cudaDeviceGetAttribute,,cudaDeviceGetAttribute,18289.018,18289.369,0.35099999999874854,0.35099999999874854,0.35099999999874854,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,654,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
928,2434,cudaMemsetAsync,,cudaMemsetAsync,18290.331,18290.711,0.38000000000101863,0.38000000000101863,0.38000000000101863,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,654,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
929,2435,cuLaunchKernel,,cuLaunchKernel,18290.972,18297.614,6.641999999999825,6.641999999999825,6.641999999999825,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,654,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
930,655,aten::view,,aten::view,18308.635,18313.824,5.189000000002125,5.189000000002125,5.189000000002125,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,649,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[]]","[null,[1,77,768]]",{},[],
932,2444,cudaLaunchKernel,,cudaLaunchKernel,18336.136,18340.534,4.398000000001048,4.398000000001048,4.398000000001048,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,656,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
935,659,aten::empty,,aten::empty,18385.669,18411.607,25.937999999998283,25.937999999998283,25.937999999998283,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,658,0,0,[],[],False,False,False,False,0,0,0,118272,118272,"[[],[],[],[],[],[]]","[[1,77,768],5,0,null,null,0]",{},[],
936,660,aten::empty,,aten::empty,18414.853,18424.321,9.468000000000757,9.468000000000757,9.468000000000757,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,658,0,0,[],[],False,False,False,False,0,0,0,512,512,"[[],[],[],[],[],[]]","[[77],6,0,null,null,null]",{},[],
937,661,aten::empty,,aten::empty,18426.645,18432.897,6.2520000000004075,6.2520000000004075,6.2520000000004075,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,658,0,0,[],[],False,False,False,False,0,0,0,512,512,"[[],[],[],[],[],[]]","[[77],6,0,null,null,null]",{},[],
938,2473,cudaLaunchKernel,,cudaLaunchKernel,18434.881,18441.052,6.1709999999984575,6.1709999999984575,6.1709999999984575,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,658,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
939,662,aten::view,,aten::view,18444.278,18450.29,6.012000000002445,6.012000000002445,6.012000000002445,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,658,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77],[]]","[null,[1,77,1]]",{},[],
940,663,aten::view,,aten::view,18452.694,18456.892,4.19800000000032,4.19800000000032,4.19800000000032,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,658,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77],[]]","[null,[1,77,1]]",{},[],
942,665,aten::view,,aten::view,18498.83,18504.711,5.880999999997584,5.880999999997584,5.880999999997584,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,664,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,768],[]]","[null,[77,768]]",{},[],
945,668,aten::as_strided,,aten::as_strided,18514.63,18538.765,24.1349999999984,24.1349999999984,24.1349999999984,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,667,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[3072,768],[],[],[]]","[null,[768,3072],[1,768],null]",{},[],
947,2512,cudaDeviceGetAttribute,,cudaDeviceGetAttribute,18573.44,18574.061,0.6210000000028231,0.6210000000028231,0.6210000000028231,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,669,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
948,2514,cudaMemsetAsync,,cudaMemsetAsync,18575.183,18575.473,0.2900000000008731,0.2900000000008731,0.2900000000008731,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,669,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
949,2515,cuLaunchKernel,,cuLaunchKernel,18575.694,18581.625,5.931000000000495,5.931000000000495,5.931000000000495,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,669,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
952,670,aten::view,,aten::view,18592.726,18597.965,5.239000000001397,5.239000000001397,5.239000000001397,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,664,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,3072],[]]","[null,[1,77,3072]]",{},[],
957,2524,cudaLaunchKernel,,cudaLaunchKernel,18629.504,18634.474,4.969999999997526,4.969999999997526,4.969999999997526,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,671,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
959,2534,cudaLaunchKernel,,cudaLaunchKernel,18652.097,18655.082,2.984999999996944,2.984999999996944,2.984999999996944,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,672,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
961,2544,cudaLaunchKernel,,cudaLaunchKernel,18669.669,18672.645,2.9759999999987485,2.9759999999987485,2.9759999999987485,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,673,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
963,675,aten::view,,aten::view,18717.078,18725.133,8.055000000000291,8.055000000000291,8.055000000000291,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,674,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,3072],[]]","[null,[77,3072]]",{},[],
966,678,aten::as_strided,,aten::as_strided,18734.02,18744.569,10.548999999999069,10.548999999999069,10.548999999999069,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,677,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[768,3072],[],[],[]]","[null,[3072,768],[1,3072],null]",{},[],
968,2583,cudaDeviceGetAttribute,,cudaDeviceGetAttribute,18775.437,18775.748,0.3109999999978754,0.3109999999978754,0.3109999999978754,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,679,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
969,2585,cuLaunchKernel,,cuLaunchKernel,18776.609,18782.09,5.480999999999767,5.480999999999767,5.480999999999767,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,679,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
970,2586,cudaLaunchKernel,,cudaLaunchKernel,18782.701,18785.786,3.084999999999127,3.084999999999127,3.084999999999127,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,679,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
971,680,aten::view,,aten::view,18796.336,18800.704,4.368000000002212,4.368000000002212,4.368000000002212,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,674,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[]]","[null,[1,77,768]]",{},[],
973,2596,cudaLaunchKernel,,cudaLaunchKernel,18817.586,18821.052,3.4660000000003492,3.4660000000003492,3.4660000000003492,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,681,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
976,684,aten::empty,,aten::empty,18879.502,18889.691,10.188999999998487,10.188999999998487,10.188999999998487,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,683,0,0,[],[],False,False,False,False,0,0,0,118272,118272,"[[],[],[],[],[],[]]","[[1,77,768],5,0,null,null,0]",{},[],
977,685,aten::empty,,aten::empty,18892.376,18900.34,7.963999999999942,7.963999999999942,7.963999999999942,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,683,0,0,[],[],False,False,False,False,0,0,0,512,512,"[[],[],[],[],[],[]]","[[77],6,0,null,null,null]",{},[],
978,686,aten::empty,,aten::empty,18902.495,18909.387,6.891999999999825,6.891999999999825,6.891999999999825,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,683,0,0,[],[],False,False,False,False,0,0,0,512,512,"[[],[],[],[],[],[]]","[[77],6,0,null,null,null]",{},[],
979,2625,cudaLaunchKernel,,cudaLaunchKernel,18911.561,18917.503,5.941999999999098,5.941999999999098,5.941999999999098,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,683,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
980,687,aten::view,,aten::view,18920.739,18926.279,5.539999999997235,5.539999999997235,5.539999999997235,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,683,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77],[]]","[null,[1,77,1]]",{},[],
981,688,aten::view,,aten::view,18928.613,18932.551,3.937999999998283,3.937999999998283,3.937999999998283,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,683,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77],[]]","[null,[1,77,1]]",{},[],
983,690,aten::view,,aten::view,18971.073,18991.521,20.44800000000032,20.44800000000032,20.44800000000032,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,689,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,768],[]]","[null,[77,768]]",{},[],
986,693,aten::as_strided,,aten::as_strided,18999.967,19005.557,5.5900000000001455,5.5900000000001455,5.5900000000001455,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,692,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[768,768],[],[],[]]","[null,[768,768],[1,768],null]",{},[],
988,2664,cudaDeviceGetAttribute,,cudaDeviceGetAttribute,19037.387,19037.717,0.33000000000174623,0.33000000000174623,0.33000000000174623,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,694,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
989,2666,cudaMemsetAsync,,cudaMemsetAsync,19038.769,19039.01,0.24099999999816646,0.24099999999816646,0.24099999999816646,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,694,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
990,2667,cuLaunchKernel,,cuLaunchKernel,19039.17,19045.331,6.161000000000058,6.161000000000058,6.161000000000058,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,694,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
991,695,aten::view,,aten::view,19055.4,19060.139,4.738999999997759,4.738999999997759,4.738999999997759,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,689,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[]]","[null,[1,77,768]]",{},[],
993,697,aten::view,,aten::view,19083.042,19089.183,6.140999999999622,6.140999999999622,6.140999999999622,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,696,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,768],[]]","[null,[77,768]]",{},[],
996,700,aten::as_strided,,aten::as_strided,19096.527,19112.848,16.32100000000355,16.32100000000355,16.32100000000355,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,699,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[768,768],[],[],[]]","[null,[768,768],[1,768],null]",{},[],
998,2705,cudaDeviceGetAttribute,,cudaDeviceGetAttribute,19141.09,19141.361,0.2710000000006403,0.2710000000006403,0.2710000000006403,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,701,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
999,2707,cudaMemsetAsync,,cudaMemsetAsync,19142.212,19142.393,0.18100000000049477,0.18100000000049477,0.18100000000049477,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,701,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
1000,2708,cuLaunchKernel,,cuLaunchKernel,19142.533,19147.913,5.380000000001019,5.380000000001019,5.380000000001019,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,701,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
1001,702,aten::view,,aten::view,19157.531,19161.979,4.44800000000032,4.44800000000032,4.44800000000032,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,696,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[]]","[null,[1,77,768]]",{},[],
1003,704,aten::view,,aten::view,19183.75,19189.441,5.690999999998894,5.690999999998894,5.690999999998894,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,703,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[1,77,768],[]]","[null,[77,768]]",{},[],
1006,707,aten::as_strided,,aten::as_strided,19196.604,19201.213,4.609000000000378,4.609000000000378,4.609000000000378,0,0,1,0,CPU,2155947,2155947,-1,-1,0,4,706,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[768,768],[],[],[]]","[null,[768,768],[1,768],null]",{},[],
1008,2746,cudaDeviceGetAttribute,,cudaDeviceGetAttribute,19245.045,19245.355,0.3100000000013097,0.3100000000013097,0.3100000000013097,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,708,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
1009,2748,cudaMemsetAsync,,cudaMemsetAsync,19246.287,19246.477,0.18999999999869033,0.18999999999869033,0.18999999999869033,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,708,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
1010,2749,cuLaunchKernel,,cuLaunchKernel,19246.658,19253.04,6.382000000001426,6.382000000001426,6.382000000001426,0,0,1,0,CPU,2155947,2155947,-1,-1,0,3,708,0,0,[],[],False,False,False,False,0,0,0,0,0,[],[],{},[],
1011,709,aten::view,,aten::view,19265.653,19270.683,5.030000000002474,5.030000000002474,5.030000000002474,0,0,1,0,CPU,2155947,2155947,-1,-1,0,2,703,0,0,[],[],False,False,False,False,0,0,0,0,0,"[[77,768],[]]","[null,[1,77,768]]",{},[],
