step,tensor_n,tensor_name,tensor_node_id,tensor_kind,tensor_id,storage_id,offset,numel,itemsize,tensor_size_bytes,device,dtype,shape,producer_count,consumer_count
0,336,param_786_141,t336,WEIGHT,786,141,0,236544,2,473088,cuda:0,,"[77,3072]",0,2
0,337,param_787_788,t337,WEIGHT,787,788,0,2359296,2,4718592,cuda:0,,"[3072,768]",0,2
0,338,cache_789_755,t338,CONTEXT,789,755,0,59136,2,118272,cuda:0,,"[77,768]",4,5
0,339,param_792_391,t339,WEIGHT,792,391,0,59136,2,118272,cuda:0,,"[1,77,768]",0,3
0,340,param_793_794,t340,WEIGHT,793,794,0,768,2,1536,cuda:0,,[768],0,1
0,341,param_795_796,t341,WEIGHT,795,796,0,768,2,1536,cuda:0,,[768],0,1
0,342,param_797_573,t342,WEIGHT,797,573,0,59136,2,118272,cuda:0,,"[1,77,768]",0,1
0,343,param_800_801,t343,WEIGHT,800,801,0,768,2,1536,cuda:0,,[768],0,1
0,344,param_802_573,t344,WEIGHT,802,573,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,345,param_803_804,t345,WEIGHT,803,804,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,346,param_807_808,t346,WEIGHT,807,808,0,768,2,1536,cuda:0,,[768],0,1
0,347,param_809_573,t347,WEIGHT,809,573,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,348,param_810_811,t348,WEIGHT,810,811,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,349,param_814_815,t349,WEIGHT,814,815,0,768,2,1536,cuda:0,,[768],0,1
0,350,param_816_573,t350,WEIGHT,816,573,0,59136,2,118272,cuda:0,,"[77,768]",0,1
0,351,param_817_818,t351,WEIGHT,817,818,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,352,cache_819_482,t352,CONTEXT,819,482,0,59136,2,118272,cuda:0,,"[77,768]",2,3
0,353,param_822_91,t353,WEIGHT,822,91,0,5929,2,11858,cuda:0,,"[1,1,77,77]",0,1
0,354,param_825_755,t354,WEIGHT,825,755,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,355,param_826_664,t355,WEIGHT,826,664,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,356,param_827_482,t356,WEIGHT,827,482,0,59136,2,118272,cuda:0,,"[1,12,77,64]",0,1
0,357,param_828_91,t357,WEIGHT,828,91,0,71148,2,142296,cuda:0,,"[1,12,77,77]",0,1
0,358,cache_831_755,t358,CONTEXT,831,755,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,359,cache_834_664,t359,CONTEXT,834,664,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,360,cache_837_482,t360,CONTEXT,837,482,0,59136,2,118272,cuda:0,,"[1,77,12,64]",1,1
0,361,cache_840_841,t361,CONTEXT,840,841,0,1,8,8,cpu,,[],2,0
0,362,param_840_856,t362,WEIGHT,840,856,0,589824,2,1179648,cuda:0,,"[768,768]",0,1
0,363,param_843_573,t363,WEIGHT,843,573,0,59136,2,118272,cuda:0,,"[1,77,768]",0,1
0,364,cache_843_844,t364,CONTEXT,843,844,0,1,8,8,cpu,,[],2,0
0,365,cache_846_573,t365,CONTEXT,846,573,0,59136,2,118272,cuda:0,,"[1,77,12,64]",2,1
0,366,cache_848_119,t366,CONTEXT,848,119,0,0,4,0,cuda:0,,"[1,12,0]",2,0
0,367,param_848_573,t367,WEIGHT,848,573,0,59136,2,118272,cuda:0,,"[77,768]",0,1
